date,tickets
1754-03-23,1910
1754-03-24,1934
1754-03-27,1976
1754-03-29,1144
1754-03-30,2046
1754-04-22,2232
1754-04-23,554
1754-04-24,1168
1754-04-25,1514
1754-04-26,504
1754-04-27,2060
1754-04-28,858
1754-04-29,808
1754-04-30,258
1754-05-01,1426
1754-05-02,1296
1754-05-04,1154
1754-05-05,1060
1754-05-06,1326
1754-05-07,772
1754-05-08,1088
1754-05-09,1318
1754-05-11,1214
1754-05-12,1518
1754-05-13,1344
1754-05-15,958
1754-05-16,472
1754-05-17,486
1754-05-18,892
1754-05-19,612
1754-05-20,3376
1754-05-22,1074
1754-05-24,768
1754-05-25,1282
1754-05-26,1548
1754-05-27,954
1754-05-28,552
1754-05-29,748
1754-05-30,966
1754-06-01,1662
1754-06-03,1878
1754-06-04,840
1754-06-05,990
1754-06-06,676
1754-06-08,1340
1754-06-09,1430
1754-06-10,1512
1754-06-11,502
1754-06-12,906
1754-06-14,318
1754-06-15,1108
1754-06-16,1432
1754-06-17,722
1754-06-19,1736
1754-06-20,1248
1754-06-22,1686
1754-06-23,1286
1754-06-24,1580
1754-06-26,1398
1754-06-27,958
1754-06-29,2004
1754-06-30,1154
1754-07-01,1050
1754-07-02,294
1754-07-03,1048
1754-07-04,718
1754-07-06,1422
1754-07-07,866
1754-07-08,1682
1754-07-10,950
1754-07-11,652
1754-07-13,960
1754-07-14,1018
1754-07-15,788
1754-07-17,1172
1754-07-18,696
1754-07-20,1214
1754-07-21,590
1754-07-22,616
1754-07-24,732
1754-07-25,942
1754-07-27,632
1754-07-28,1014
1754-07-29,756
1754-07-31,952
1754-08-01,524
1754-08-03,962
1754-08-04,780
1754-08-05,1618
1754-08-07,1344
1754-08-08,396
1754-08-10,1938
1754-08-11,902
1754-08-12,1602
1754-08-14,828
1754-08-17,974
1754-08-18,562
1754-08-19,330
1754-08-21,886
1754-08-22,524
1754-08-24,1344
1754-08-25,1390
1754-08-26,394
1754-08-29,1086
1754-08-31,1076
1754-09-01,1108
1754-09-02,1586
1754-09-04,1714
1754-09-06,440
1754-09-07,1322
1754-09-09,1620
1754-09-11,742
1754-09-12,652
1754-09-14,1076
1754-09-15,1162
1754-09-16,704
1754-09-18,882
1754-09-19,722
1754-09-21,1988
1754-09-22,776
1754-09-23,790
1754-09-25,1086
1754-09-26,566
1754-09-28,1094
1754-09-29,1440
1754-09-30,786
1754-10-02,1086
1754-10-03,372
1754-10-05,1162
1754-10-06,996
1754-10-07,1512
1754-10-09,2104
1754-10-10,1184
1754-10-11,424
1754-10-12,2106
1754-10-13,931
1754-10-14,2004
1754-10-15,700
1754-10-17,1788
1754-10-18,628
1754-10-19,1618
1754-10-20,1518
1754-10-21,1486
1754-10-22,504
1754-10-23,1622
1754-10-26,1552
1754-10-27,1484
1754-10-28,2110
1754-10-30,1420
1754-10-31,856
1754-11-02,2216
1754-11-03,1582
1754-11-04,1338
1754-11-05,604
1754-11-06,1558
1754-11-07,998
1754-11-09,1600
1754-11-10,1838
1754-11-11,1928
1754-11-13,1368
1754-11-14,378
1754-11-16,1650
1754-11-17,1338
1754-11-18,1088
1754-11-21,640
1754-11-23,1904
1754-11-24,1834
1754-11-25,1482
1754-11-27,1252
1754-11-30,2136
1754-12-01,1780
1754-12-02,1552
1754-12-04,1452
1754-12-05,632
1754-12-06,524
1754-12-07,1728
1754-12-08,1774
1754-12-11,1550
1754-12-14,1956
1754-12-15,1666
1754-12-16,1514
1754-12-18,1918
1754-12-20,552
1754-12-21,2276
1754-12-22,1574
1754-12-23,2102
1754-12-26,1628
1754-12-27,838
1754-12-28,2000
1754-12-29,1618
1754-12-30,1574
1755-01-01,1866
1755-01-03,1350
1755-01-04,1442
1755-01-05,774
1755-01-06,1460
1755-01-08,1122
1755-01-11,1194
1755-01-12,1408
1755-01-13,878
1755-01-15,1834
1755-01-18,1306
1755-01-19,1946
1755-01-20,1502
1755-01-22,1456
1755-01-24,3022
1755-01-26,1458
1755-01-27,1554
1755-01-29,1878
1755-01-31,970
1755-02-01,1966
1755-02-03,1278
1755-02-05,862
1755-02-06,835
1755-02-07,1782
1755-02-08,1610
1755-02-09,1944
1755-02-10,2026
1755-02-11,1924
1755-02-12,1552
1755-02-14,1034
1755-02-15,1808
1755-02-16,1686
1755-02-17,882
1755-02-19,1200
1755-02-22,1454
1755-02-23,1654
1755-02-24,1910
1755-02-26,1030
1755-02-28,560
1755-03-01,3684
1755-03-02,1744
1755-03-03,1654
1755-03-05,1914
1755-03-07,398
1755-03-08,2152
1755-03-09,1774
1755-03-10,1774
1755-03-14,1454
1755-03-15,2096
1755-04-11,296
1755-04-12,1320
1755-04-13,788
1755-04-14,788
1755-04-15,588
1755-04-16,990
1755-04-17,364
1755-04-18,300
1755-04-19,1070
1755-04-20,480
1755-04-21,1130
1755-04-22,426
1755-04-23,1290
1755-04-24,1012
1755-04-25,522
1755-04-26,1486
1755-04-27,1858
1755-04-28,1824
1755-04-29,864
1755-04-30,1436
1755-05-01,1846
1755-05-03,1998
1755-05-04,1358
1755-05-05,824
1755-05-06,448
1755-05-07,1684
1755-05-09,536
1755-05-10,1372
1755-05-11,1534
1755-05-12,1642
1755-05-13,430
1755-05-14,1092
1755-05-15,1904
1755-05-16,866
1755-05-17,1354
1755-05-19,1620
1755-05-20,1538
1755-05-21,1072
1755-05-22,1214
1755-05-23,276
1755-05-24,1014
1755-05-25,820
1755-05-26,1466
1755-05-27,288
1755-05-28,992
1755-05-30,548
1755-05-31,1744
1755-06-01,938
1755-06-02,802
1755-06-03,336
1755-06-04,864
1755-06-05,1602
1755-06-07,978
1755-06-08,678
1755-06-09,1034
1755-06-10,760
1755-06-11,734
1755-06-12,648
1755-06-14,1490
1755-06-15,692
1755-06-16,1116
1755-06-17,404
1755-06-18,1024
1755-06-19,764
1755-06-20,244
1755-06-21,840
1755-06-22,1120
1755-06-23,1248
1755-06-24,1496
1755-06-25,1102
1755-06-26,1158
1755-06-28,1750
1755-06-29,1044
1755-06-30,1226
1755-07-01,242
1755-07-02,1436
1755-07-03,530
1755-07-04,340
1755-07-05,1362
1755-07-06,936
1755-07-07,996
1755-07-08,432
1755-07-09,952
1755-07-10,892
1755-07-12,810
1755-07-13,1304
1755-07-14,1096
1755-07-15,148
1755-07-16,620
1755-07-17,748
1755-07-19,1180
1755-07-20,728
1755-07-21,750
1755-07-23,858
1755-07-24,704
1755-07-25,1156
1755-07-26,1028
1755-07-27,1794
1755-07-28,692
1755-07-30,1024
1755-07-31,622
1755-08-01,314
1755-08-02,1066
1755-08-03,1910
1755-08-04,1456
1755-08-05,348
1755-08-06,1350
1755-08-07,724
1755-08-09,1258
1755-08-10,1292
1755-08-11,816
1755-08-12,316
1755-08-13,666
1755-08-16,1458
1755-08-17,640
1755-08-18,680
1755-08-20,2126
1755-08-21,332
1755-08-23,1862
1755-08-24,1020
1755-08-25,1906
1755-08-26,338
1755-08-27,1880
1755-08-28,430
1755-08-30,1876
1755-08-31,1068
1755-09-01,1978
1755-09-03,1864
1755-09-04,932
1755-09-06,1968
1755-09-07,928
1755-09-09,570
1755-09-10,1170
1755-09-11,708
1755-09-13,1808
1755-09-14,744
1755-09-15,602
1755-09-17,1446
1755-09-18,634
1755-09-20,1344
1755-09-21,1248
1755-09-22,988
1755-09-24,832
1755-09-26,468
1755-09-27,1092
1755-09-28,1228
1755-09-29,1864
1755-10-01,970
1755-10-02,502
1755-10-03,704
1755-10-04,1174
1755-10-05,1846
1755-10-06,922
1755-10-08,1278
1755-10-09,806
1755-10-10,642
1755-10-11,1612
1755-10-12,1372
1755-10-13,1318
1755-10-15,1112
1755-10-16,970
1755-10-18,1968
1755-10-19,1724
1755-10-20,1098
1755-10-22,2192
1755-10-23,700
1755-10-24,514
1755-10-25,2094
1755-10-26,1818
1755-10-27,1854
1755-10-28,1506
1755-10-29,1862
1755-10-30,528
1755-10-31,550
1755-11-02,1656
1755-11-03,2014
1755-11-05,1756
1755-11-07,700
1755-11-08,1860
1755-11-09,1734
1755-11-10,1574
1755-11-11,1734
1755-11-12,1580
1755-11-14,470
1755-11-15,2072
1755-11-16,1698
1755-11-17,1098
1755-11-19,1504
1755-11-20,958
1755-11-21,1434
1755-11-22,1778
1755-11-23,1294
1755-11-24,1276
1755-11-25,460
1755-11-26,1524
1755-11-28,736
1755-11-29,1934
1755-11-30,1926
1755-12-01,1194
1755-12-03,1404
1755-12-05,752
1755-12-06,2150
1755-12-07,1622
1755-12-10,1974
1755-12-11,770
1755-12-12,562
1755-12-13,1982
1755-12-14,1704
1755-12-15,1852
1755-12-17,1926
1755-12-18,902
1755-12-19,1066
1755-12-20,2016
1755-12-21,1862
1755-12-22,1490
1755-12-23,786
1755-12-26,1716
1755-12-27,2018
1755-12-28,1826
1755-12-29,1298
1755-12-31,1204
1756-01-01,1912
1756-01-02,860
1756-01-03,2154
1756-01-04,1778
1756-01-05,1960
1756-01-06,1736
1756-01-07,1498
1756-01-09,1288
1756-01-10,1616
1756-01-11,1890
1756-01-12,1274
1756-01-14,1836
1756-01-16,1154
1756-01-17,2148
1756-01-18,1986
1756-01-19,1136
1756-01-21,1696
1756-01-23,1318
1756-01-24,1156
1756-01-25,1998
1756-01-26,868
1756-01-28,1930
1756-01-30,1080
1756-01-31,2240
1756-02-01,1984
1756-02-04,1432
1756-02-05,666
1756-02-06,656
1756-02-07,1512
1756-02-08,1516
1756-02-09,2146
1756-02-10,348
1756-02-11,2254
1756-02-12,570
1756-02-13,552
1756-02-14,2106
1756-02-15,1944
1756-02-16,1806
1756-02-18,1574
1756-02-21,2132
1756-02-22,1516
1756-02-23,1982
1756-02-25,1812
1756-02-26,719
1756-02-27,1232
1756-02-28,1782
1756-02-29,1768
1756-03-01,1762
1756-03-02,2166
1756-03-03,1754
1756-03-06,1806
1756-03-07,1478
1756-03-08,1412
1756-03-09,528
1756-03-10,1268
1756-03-12,856
1756-03-13,1498
1756-03-14,1652
1756-03-15,854
1756-03-17,1382
1756-03-19,844
1756-03-20,2064
1756-03-21,1378
1756-03-22,1448
1756-03-24,1816
1756-03-26,846
1756-03-27,1556
1756-03-28,2012
1756-03-29,638
1756-03-31,1740
1756-04-02,694
1756-04-03,2056
1756-04-26,2116
1756-04-27,706
1756-04-28,1262
1756-04-29,888
1756-05-01,1888
1756-05-02,680
1756-05-03,872
1756-05-04,554
1756-05-05,760
1756-05-06,684
1756-05-07,460
1756-05-08,868
1756-05-09,1250
1756-05-10,1318
1756-05-11,572
1756-05-12,1466
1756-05-13,506
1756-05-14,524
1756-05-15,848
1756-05-16,894
1756-05-17,1366
1756-05-19,814
1756-05-20,514
1756-05-21,524
1756-05-22,874
1756-05-23,922
1756-05-24,896
1756-05-26,1952
1756-05-28,594
1756-05-29,2190
1756-05-30,708
1756-05-31,1114
1756-06-01,542
1756-06-02,1466
1756-06-04,662
1756-06-05,1494
1756-06-07,1172
1756-06-08,1754
1756-06-09,1190
1756-06-10,1112
1756-06-11,632
1756-06-12,1132
1756-06-13,1010
1756-06-14,784
1756-06-15,326
1756-06-16,1226
1756-06-18,442
1756-06-19,1050
1756-06-20,788
1756-06-21,938
1756-06-23,688
1756-06-24,1156
1756-06-25,346
1756-06-26,1026
1756-06-27,430
1756-06-28,488
1756-06-29,484
1756-06-30,744
1756-07-01,440
1756-07-03,834
1756-07-04,606
1756-07-05,884
1756-07-06,250
1756-07-07,1506
1756-07-08,504
1756-07-10,1700
1756-07-11,946
1756-07-12,1340
1756-07-13,260
1756-07-14,1052
1756-07-15,558
1756-07-17,1862
1756-07-18,546
1756-07-19,518
1756-07-21,886
1756-07-22,1758
1756-07-24,2066
1756-07-25,1024
1756-07-26,1486
1756-07-28,1722
1756-07-29,620
1756-07-31,1750
1756-08-01,1550
1756-08-02,1512
1756-08-04,526
1756-08-05,580
1756-08-07,1656
1756-08-08,1452
1756-08-09,1326
1756-08-10,922
1756-08-11,894
1756-08-12,714
1756-08-14,1396
1756-08-16,1410
1756-08-18,1178
1756-08-19,502
1756-08-21,1096
1756-08-22,1856
1756-08-23,842
1756-08-24,652
1756-08-25,790
1756-08-26,438
1756-08-28,1234
1756-08-29,498
1756-08-30,920
1756-09-01,1192
1756-09-02,336
1756-09-04,1800
1756-09-05,480
1756-09-06,1062
1756-09-07,468
1756-09-09,948
1756-09-11,1592
1756-09-12,740
1756-09-13,1572
1756-09-15,1232
1756-09-16,574
1756-09-18,1746
1756-09-19,1624
1756-09-20,1382
1756-09-21,1560
1756-09-22,1190
1756-09-23,520
1756-09-25,1838
1756-09-26,844
1756-09-27,950
1756-09-29,1924
1756-09-30,1010
1756-10-02,1516
1756-10-03,1920
1756-10-04,1324
1756-10-05,376
1756-10-06,938
1756-10-08,646
1756-10-09,2080
1756-10-10,872
1756-10-11,1328
1756-10-13,1082
1756-10-15,860
1756-10-16,1390
1756-10-17,1514
1756-10-19,596
1756-10-20,1320
1756-10-22,884
1756-10-23,1686
1756-10-24,1524
1756-10-25,1292
1756-10-27,1270
1756-10-28,1900
1756-10-29,364
1756-10-30,1316
1756-10-31,1518
1756-11-02,1760
1756-11-03,1714
1756-11-06,1334
1756-11-07,1588
1756-11-08,1426
1756-11-11,1862
1756-11-12,674
1756-11-13,1352
1756-11-14,1300
1756-11-15,1010
1756-11-16,694
1756-11-17,1450
1756-11-18,590
1756-11-19,454
1756-11-20,1432
1756-11-21,1506
1756-11-22,1094
1756-11-24,1512
1756-11-27,1484
1756-11-28,1900
1756-11-29,1222
1756-11-30,2014
1756-12-01,1218
1756-12-04,1764
1756-12-05,1814
1756-12-06,1162
1756-12-09,1018
1756-12-10,1108
1756-12-11,1034
1756-12-12,1624
1756-12-13,1384
1756-12-14,686
1756-12-15,1914
1756-12-17,718
1756-12-18,2150
1756-12-19,1864
1756-12-20,1526
1756-12-21,1686
1756-12-22,1626
1756-12-26,2006
1756-12-27,1143
1756-12-28,1334
1756-12-29,785
1756-12-31,714
1757-01-01,955
1757-01-02,1852
1757-01-03,833
1757-01-05,892
1757-01-09,844
1757-01-10,952
1757-01-11,826
1757-01-12,1138
1757-01-13,734
1757-01-15,2004
1757-01-16,1774
1757-01-17,1212
1757-01-19,1786
1757-01-20,846
1757-01-21,478
1757-01-22,1456
1757-01-23,1864
1757-01-24,1938
1757-01-25,672
1757-01-26,1918
1757-01-27,970
1757-01-29,2058
1757-01-30,2086
1757-01-31,1684
1757-02-01,608
1757-02-03,788
1757-02-05,1834
1757-02-06,1688
1757-02-07,1122
1757-02-09,1314
1757-02-10,874
1757-02-12,1666
1757-02-13,1540
1757-02-14,1248
1757-02-16,1556
1757-02-17,1147
1757-02-19,1968
1757-02-20,1175
1757-02-21,1087
1757-02-22,1005
1757-02-23,1562
1757-02-24,1053
1757-02-26,1956
1757-02-27,925
1757-02-28,1960
1757-03-01,374
1757-03-02,1642
1757-03-03,912
1757-03-05,1594
1757-03-06,1576
1757-03-07,1486
1757-03-08,1046
1757-03-09,1164
1757-03-10,1056
1757-03-12,1522
1757-03-13,1778
1757-03-14,1102
1757-03-16,1370
1757-03-17,812
1757-03-18,508
1757-03-19,2272
1757-03-20,1102
1757-03-21,1682
1757-03-22,808
1757-03-23,1200
1757-03-24,982
1757-03-26,2032
1757-04-18,2234
1757-04-19,334
1757-04-20,1330
1757-04-21,922
1757-04-23,1926
1757-04-24,1178
1757-04-25,1170
1757-04-26,284
1757-04-27,544
1757-04-28,1796
1757-04-30,1886
1757-05-01,1630
1757-05-02,1870
1757-05-03,108
1757-05-04,1732
1757-05-05,774
1757-05-07,1950
1757-05-08,612
1757-05-09,834
1757-05-10,488
1757-05-11,704
1757-05-12,1928
1757-05-14,1210
1757-05-15,810
1757-05-16,1248
1757-05-17,594
1757-05-18,1502
1757-05-20,440
1757-05-21,1356
1757-05-22,542
1757-05-23,1006
1757-05-24,674
1757-05-25,1376
1757-05-26,1282
1757-05-28,1546
1757-05-30,1940
1757-05-31,1404
1757-06-01,768
1757-06-02,806
1757-06-04,1936
1757-06-05,1536
1757-06-06,2158
1757-06-07,222
1757-06-08,2210
1757-06-10,214
1757-06-11,2098
1757-06-12,406
1757-06-13,1872
1757-06-15,1852
1757-06-16,1320
1757-06-18,2012
1757-06-19,308
1757-06-20,1676
1757-06-22,1508
1757-06-23,234
1757-06-25,1556
1757-06-26,340
1757-06-27,1370
1757-06-29,1888
1757-06-30,178
1757-07-02,1934
1757-07-03,504
1757-07-04,848
1757-07-06,744
1757-07-07,214
1757-07-09,1102
1757-07-10,224
1757-07-11,386
1757-07-13,358
1757-07-16,724
1757-07-17,462
1757-07-18,258
1757-07-20,1438
1757-07-23,522
1757-07-24,238
1757-07-25,412
1757-07-27,808
1757-07-30,1230
1757-07-31,404
1757-08-01,1366
1757-08-04,336
1757-08-06,1026
1757-08-07,630
1757-08-08,660
1757-08-10,730
1757-08-11,734
1757-08-13,1200
1757-08-14,606
1757-08-16,716
1757-08-17,898
1757-08-18,542
1757-08-20,1014
1757-08-21,1776
1757-08-22,799
1757-08-23,422
1757-08-24,795
1757-08-25,1214
1757-08-27,675
1757-08-28,827
1757-08-29,1320
1757-08-30,494
1757-08-31,1066
1757-09-01,750
1757-09-03,2706
1757-09-04,1206
1757-09-05,1390
1757-09-07,966
1757-09-09,512
1757-09-10,1562
1757-09-11,508
1757-09-12,732
1757-09-14,792
1757-09-16,292
1757-09-17,1306
1757-09-18,616
1757-09-19,724
1757-09-21,1492
1757-09-24,630
1757-09-25,1612
1757-09-26,650
1757-09-29,1282
1757-10-01,1336
1757-10-02,1126
1757-10-03,974
1757-10-05,1314
1757-10-06,812
1757-10-08,1882
1757-10-09,1654
1757-10-10,1076
1757-10-12,1012
1757-10-13,638
1757-10-14,386
1757-10-15,1642
1757-10-16,1764
1757-10-17,714
1757-10-19,988
1757-10-20,498
1757-10-22,1684
1757-10-23,1522
1757-10-24,1290
1757-10-26,1770
1757-10-27,394
1757-10-28,1520
1757-10-29,1260
1757-10-30,1478
1757-10-31,1186
1757-11-02,2070
1757-11-03,1320
1757-11-05,1718
1757-11-06,1764
1757-11-07,874
1757-11-09,1650
1757-11-11,1560
1757-11-12,1426
1757-11-13,1802
1757-11-14,1224
1757-11-16,1480
1757-11-18,710
1757-11-19,1622
1757-11-20,1310
1757-11-21,1470
1757-11-23,1596
1757-11-24,712
1757-11-26,1532
1757-11-27,1926
1757-11-28,908
1757-11-29,718
1757-11-30,1996
1757-12-01,936
1757-12-02,700
1757-12-03,1408
1757-12-04,1628
1757-12-05,924
1757-12-06,696
1757-12-07,1010
1757-12-09,580
1757-12-10,1512
1757-12-11,1614
1757-12-12,1852
1757-12-13,2202
1757-12-15,638
1757-12-16,392
1757-12-17,2238
1757-12-18,1752
1757-12-19,1870
1757-12-21,2214
1757-12-23,1084
1757-12-26,2260
1757-12-27,1610
1757-12-28,1908
1757-12-30,506
1757-12-31,1632
1758-01-01,1250
1758-01-02,1532
1758-01-03,1274
1758-01-04,1022
1758-01-06,1716
1758-01-07,2302
1758-01-08,1532
1758-01-09,1516
1758-01-11,1900
1758-01-13,840
1758-01-14,1590
1758-01-15,1862
1758-01-16,1318
1758-01-18,2004
1758-01-20,556
1758-01-21,1630
1758-01-22,1652
1758-01-23,1446
1758-01-25,1132
1758-01-27,714
1758-01-28,1256
1758-01-29,1856
1758-01-30,1078
1758-01-31,562
1758-02-01,1400
1758-02-03,692
1758-02-04,1592
1758-02-05,1694
1758-02-06,1864
1758-02-07,2132
1758-02-08,876
1758-02-10,682
1758-02-11,1496
1758-02-12,1706
1758-02-13,746
1758-02-15,1904
1758-02-17,404
1758-02-18,1884
1758-02-19,1448
1758-02-20,1062
1758-02-22,1346
1758-02-25,1626
1758-02-26,1720
1758-02-27,2318
1758-03-01,1784
1758-03-03,552
1758-03-04,2026
1758-03-05,1826
1758-03-06,1972
1758-03-08,1880
1758-03-10,1164
1758-03-11,1962
1758-04-04,1696
1758-04-05,1754
1758-04-06,440
1758-04-07,234
1758-04-08,1636
1758-04-09,2272
1758-04-10,828
1758-04-11,498
1758-04-12,846
1758-04-13,448
1758-04-14,634
1758-04-15,1598
1758-04-16,1846
1758-04-17,1528
1758-04-18,818
1758-04-19,1362
1758-04-20,1282
1758-04-21,352
1758-04-22,1838
1758-04-23,1082
1758-04-24,3236
1758-04-25,454
1758-04-26,1750
1758-04-27,478
1758-04-29,2080
1758-04-30,2050
1758-05-01,1850
1758-05-02,476
1758-05-03,1116
1758-05-05,616
1758-05-06,528
1758-05-07,1084
1758-05-08,428
1758-05-10,868
1758-05-11,422
1758-05-12,224
1758-05-13,910
1758-05-15,910
1758-05-16,706
1758-05-17,560
1758-05-18,528
1758-05-19,362
1758-05-20,1080
1758-05-21,700
1758-05-22,592
1758-05-23,262
1758-05-24,630
1758-05-27,612
1758-05-28,1332
1758-05-29,962
1758-05-31,1190
1758-06-01,1576
1758-06-02,486
1758-06-03,1142
1758-06-04,572
1758-06-05,1496
1758-06-07,720
1758-06-08,306
1758-06-10,966
1758-06-11,608
1758-06-12,1304
1758-06-14,1318
1758-06-15,484
1758-06-16,264
1758-06-17,1586
1758-06-18,1094
1758-06-19,792
1758-06-21,986
1758-06-22,328
1758-06-24,1328
1758-06-25,650
1758-06-26,1286
1758-06-28,686
1758-06-29,644
1758-07-01,1396
1758-07-02,1644
1758-07-03,698
1758-07-04,570
1758-07-05,1316
1758-07-06,630
1758-07-07,318
1758-07-08,2088
1758-07-09,1568
1758-07-10,1498
1758-07-11,374
1758-07-12,1530
1758-07-13,570
1758-07-14,400
1758-07-15,998
1758-07-16,1696
1758-07-17,818
1758-07-18,344
1758-07-19,986
1758-07-20,508
1758-07-21,326
1758-07-22,1304
1758-07-23,2528
1758-07-24,1022
1758-07-25,1764
1758-07-26,920
1758-07-27,356
1758-07-28,162
1758-07-29,1604
1758-07-30,500
1758-07-31,1610
1758-08-01,284
1758-08-02,904
1758-08-03,194
1758-08-05,964
1758-08-06,740
1758-08-07,800
1758-08-09,842
1758-08-10,866
1758-08-12,1560
1758-08-13,538
1758-08-14,688
1758-08-16,1414
1758-08-17,450
1758-08-19,1858
1758-08-20,1318
1758-08-21,928
1758-08-23,1358
1758-08-24,584
1758-08-25,464
1758-08-26,1932
1758-08-27,788
1758-08-28,1404
1758-08-30,1156
1758-08-31,1658
1758-09-02,2004
1758-09-03,542
1758-09-04,1994
1758-09-06,1976
1758-09-07,604
1758-09-09,2028
1758-09-10,596
1758-09-11,1926
1758-09-13,1998
1758-09-14,444
1758-09-16,2046
1758-09-17,1044
1758-09-18,1936
1758-09-20,1826
1758-09-21,766
1758-09-23,2050
1758-09-24,724
1758-09-25,946
1758-09-27,2016
1758-09-28,374
1758-09-29,480
1758-09-30,966
1758-10-01,1918
1758-10-02,812
1758-10-04,1202
1758-10-05,588
1758-10-07,1442
1758-10-08,1090
1758-10-09,1764
1758-10-11,1488
1758-10-12,766
1758-10-14,1932
1758-10-15,1682
1758-10-16,638
1758-10-18,1446
1758-10-19,682
1758-10-21,1542
1758-10-22,1734
1758-10-23,1140
1758-10-25,1258
1758-10-26,1172
1758-10-28,2076
1758-10-29,1720
1758-10-30,1422
1758-11-02,1682
1758-11-03,1578
1758-11-04,1360
1758-11-05,1256
1758-11-06,1548
1758-11-08,3920
1758-11-09,786
1758-11-10,524
1758-11-11,2278
1758-11-12,1756
1758-11-13,1494
1758-11-15,942
1758-11-16,632
1758-11-17,464
1758-11-18,1898
1758-11-19,1662
1758-11-20,814
1758-11-22,1444
1758-11-23,948
1758-11-25,1420
1758-11-26,1580
1758-11-27,774
1758-11-29,1328
1758-11-30,1416
1758-12-02,1554
1758-12-03,1590
1758-12-04,1612
1758-12-06,3684
1758-12-09,1708
1758-12-10,5624
1758-12-11,1434
1758-12-13,3984
1758-12-16,3112
1758-12-17,1540
1758-12-18,792
1758-12-20,2116
1758-12-21,1208
1758-12-22,524
1758-12-23,2244
1758-12-26,1396
1758-12-27,2346
1758-12-28,4504
1758-12-29,344
1758-12-30,1892
1758-12-31,1056
1759-01-01,2050
1759-01-03,2232
1759-01-04,658
1759-01-05,458
1759-01-06,2228
1759-01-07,1478
1759-01-08,1366
1759-01-09,464
1759-01-10,1384
1759-01-11,746
1759-01-12,622
1759-01-13,2184
1759-01-14,1674
1759-01-15,1774
1759-01-16,514
1759-01-17,3372
1759-01-18,2736
1759-01-19,502
1759-01-20,2248
1759-01-21,5936
1759-01-22,1290
1759-01-23,404
1759-01-24,1108
1759-01-25,846
1759-01-26,660
1759-01-27,1500
1759-01-28,1840
1759-01-29,2364
1759-01-30,356
1759-01-31,2096
1759-04-23,1926
1759-04-24,1012
1759-04-25,1582
1759-04-26,992
1759-04-27,702
1759-04-28,1962
1759-04-29,1080
1759-04-30,1722
1759-05-01,584
1759-05-02,1580
1759-05-03,646
1759-05-04,552
1759-05-05,1828
1759-05-06,1448
1759-05-07,1170
1759-05-08,312
1759-05-09,986
1759-05-10,490
1759-05-11,356
1759-05-12,1860
1759-05-13,616
1759-05-14,1262
1759-05-15,298
1759-05-16,828
1759-05-17,830
1759-05-18,496
1759-05-19,1850
1759-05-20,942
1759-05-21,826
1759-05-25,328
1759-05-27,1422
1759-05-28,1084
1759-05-29,594
1759-05-30,1528
1759-05-31,486
1759-06-01,298
1759-06-02,2034
1759-06-06,1808
1759-06-07,1226
1759-06-09,1702
1759-06-11,2052
1759-06-12,356
1759-06-13,1808
1759-06-15,576
1759-06-16,1502
1759-06-18,1202
1759-06-19,340
1759-06-20,684
1759-06-21,1368
1759-06-22,288
1759-06-23,1390
1759-06-24,842
1759-06-25,1752
1759-06-27,1226
1759-06-28,500
1759-06-29,1074
1759-06-30,1642
1759-07-01,1196
1759-07-02,563
1759-07-04,612
1759-07-05,878
1759-07-06,184
1759-07-07,910
1759-07-08,334
1759-07-09,620
1759-07-11,618
1759-07-12,220
1759-07-14,568
1759-07-15,292
1759-07-16,678
1759-07-18,1922
1759-07-19,422
1759-07-21,1812
1759-07-22,442
1759-07-23,1292
1759-07-25,1374
1759-07-26,328
1759-07-28,1176
1759-07-29,636
1759-07-30,872
1759-08-01,918
1759-08-02,1558
1759-08-04,1288
1759-08-06,1786
1759-08-07,246
1759-08-08,1402
1759-08-09,290
1759-08-10,582
1759-08-11,1324
1759-08-12,274
1759-08-13,878
1759-08-14,260
1759-08-16,1752
1759-08-17,352
1759-08-18,1340
1759-08-19,1770
1759-08-20,1202
1759-08-22,1320
1759-08-23,984
1759-08-24,566
1759-08-25,1348
1759-08-26,1900
1759-08-27,904
1759-08-28,332
1759-08-29,1224
1759-08-30,870
1759-08-31,400
1759-09-01,1332
1759-09-02,596
1759-09-03,1206
1759-09-04,318
1759-09-05,1340
1759-09-06,726
1759-09-07,344
1759-09-09,696
1759-09-10,1024
1759-09-12,994
1759-09-13,536
1759-09-14,352
1759-09-15,1548
1759-09-16,808
1759-09-17,1274
1759-09-19,1042
1759-09-20,424
1759-09-21,1206
1759-09-22,1704
1759-09-23,1372
1759-09-24,912
1759-09-25,444
1759-09-26,1042
1759-09-27,538
1759-09-28,266
1759-09-29,1824
1759-09-30,1578
1759-10-01,1114
1759-10-02,300
1759-10-03,1326
1759-10-04,934
1759-10-05,330
1759-10-06,1188
1759-10-07,882
1759-10-08,560
1759-10-09,696
1759-10-10,1214
1759-10-11,798
1759-10-12,348
1759-10-13,1992
1759-10-14,1634
1759-10-15,1320
1759-10-17,1304
1759-10-19,528
1759-10-20,1598
1759-10-21,1360
1759-10-22,1482
1759-10-24,1476
1759-10-26,1038
1759-10-27,1304
1759-10-28,1534
1759-10-29,1088
1759-10-31,1126
1759-11-02,752
1759-11-03,2022
1759-11-04,1336
1759-11-05,1334
1759-11-07,1444
1759-11-08,546
1759-11-09,488
1759-11-10,1504
1759-11-11,1186
1759-11-12,1784
1759-11-13,556
